customer_id,store_id,product_name,sales_date,price,quantity,total_cost
47,125,maida,2023-09-24,20,3,60
27,125,quaker oats,2023-05-27,212,3,636
7,130,sugar,2023-07-14,50,10,500
6,129,cashews,2023-02-22,340,3,1020
14,124,deodorant,2023-07-29,141,4,564
42,123,amul ghee,2023-04-21,596,6,3576
14,123,hair gel,2023-10-14,65,10,650
48,122,amul ghee,2023-09-19,596,9,5364
1,128,nutrella,2023-04-29,40,9,360
46,124,sunflower oil,2023-10-09,120,10,1200
46,124,amul ghee,2023-07-26,596,1,596
42,128,mustard oil,2023-05-28,110,8,880
44,126,dantkanti,2023-07-29,100,5,500
49,121,black pepper,2023-05-29,52,4,208
1,123,mustard oil,2023-09-05,110,1,110
34,129,sugar,2023-08-02,50,1,50
29,129,sunflower oil,2023-03-13,120,7,840
20,125,black pepper,2023-06-01,52,8,416
38,121,sunflower oil,2023-05-02,120,7,840
38,123,sunflower oil,2023-04-24,120,2,240
28,121,kabuli chana,2023-07-10,140,6,840
3,128,dantkanti,2023-04-22,100,7,700
15,126,maida,2023-05-13,20,8,160
32,121,coriander powder,2023-09-12,50,10,500
33,129,maida,2023-08-18,20,1,20
2,123,nutrella,2023-04-23,40,4,160
38,129,amul ghee,2023-10-05,596,10,5960
9,126,maida,2023-05-13,20,1,20
14,126,dantkanti,2023-10-15,100,6,600
17,125,maggi masala,2023-05-28,80,2,160
44,126,dove shampoo,2023-02-20,574,5,2870
28,121,sunflower oil,2023-05-20,120,1,120
40,129,sunflower oil,2023-05-19,120,8,960
37,124,mustard oil,2023-07-10,110,9,990
17,124,sugar,2023-06-09,50,6,300
1,127,hair gel,2023-10-20,65,2,130
28,122,clinic plus,2023-07-17,345,2,690
40,127,coriander powder,2023-08-14,50,3,150
21,128,mustard oil,2023-10-08,110,5,550
38,126,cashews,2023-03-20,340,2,680
20,129,sunflower oil,2023-07-03,120,8,960
3,124,atta,2023-04-08,450,5,2250
4,127,mustard oil,2023-07-08,110,10,1100
17,128,deodorant,2023-02-23,141,3,423
29,130,dantkanti,2023-09-09,100,7,700
25,128,clinic plus,2023-03-23,345,1,345
30,121,besan,2023-07-04,52,9,468
44,121,mustard oil,2023-05-21,110,3,330
35,130,clinic plus,2023-07-20,345,10,3450
42,123,dove shampoo,2023-04-15,574,2,1148
31,121,clinic plus,2023-05-12,345,10,3450
27,125,amul ghee,2023-04-27,596,9,5364
33,128,amul ghee,2023-05-21,596,1,596
38,121,quaker oats,2023-08-08,212,1,212
50,122,dantkanti,2023-08-16,100,8,800
30,130,hair gel,2023-10-16,65,2,130
25,125,maida,2023-04-14,20,2,40
43,128,clinic plus,2023-10-01,345,6,2070
48,123,deodorant,2023-09-27,141,4,564
13,129,atta,2023-06-11,450,2,900
31,124,black pepper,2023-10-19,52,3,156
42,128,sugar,2023-04-09,50,6,300
46,121,amul ghee,2023-02-28,596,1,596
6,125,maggi masala,2023-04-16,80,7,560
27,130,coriander powder,2023-07-20,50,5,250
23,126,mustard oil,2023-05-10,110,1,110
16,125,quaker oats,2023-07-07,212,4,848
17,125,dove shampoo,2023-08-16,574,1,574
47,129,dantkanti,2023-06-03,100,10,1000
2,129,hair gel,2023-10-22,65,4,260
48,127,hair gel,2023-04-08,65,1,65
18,128,hair gel,2023-08-03,65,7,455
8,129,amul ghee,2023-06-29,596,1,596
50,128,maggi masala,2023-06-04,80,1,80
31,130,black pepper,2023-08-18,52,3,156
37,128,hair gel,2023-03-06,65,7,455
13,127,atta,2023-06-05,450,5,2250
35,128,atta,2023-06-21,450,4,1800
3,123,quaker oats,2023-06-22,212,7,1484
36,123,quaker oats,2023-03-09,212,1,212
39,129,besan,2023-08-17,52,3,156
21,124,atta,2023-07-09,450,2,900
46,122,maggi masala,2023-09-23,80,7,560
14,122,deodorant,2023-09-26,141,3,423
43,125,clinic plus,2023-08-28,345,9,3105
44,127,deodorant,2023-06-20,141,2,282
1,129,deodorant,2023-07-09,141,2,282
31,130,dove shampoo,2023-09-03,574,9,5166
7,128,black pepper,2023-08-08,52,3,156
16,128,cashews,2023-04-11,340,6,2040
14,125,clinic plus,2023-05-18,345,7,2415
20,123,clinic plus,2023-06-07,345,4,1380
12,130,coriander powder,2023-05-14,50,7,350
32,130,dantkanti,2023-03-25,100,10,1000
37,124,clinic plus,2023-03-28,345,5,1725
45,124,atta,2023-06-09,450,4,1800
37,123,dantkanti,2023-06-13,100,5,500
23,130,maida,2023-10-22,20,5,100
2,128,dove shampoo,2023-03-26,574,4,2296
36,123,atta,2023-10-03,450,8,3600
4,121,mustard oil,2023-02-26,110,1,110
14,122,nutrella,2023-06-06,40,1,40
29,129,amul ghee,2023-06-14,596,9,5364
21,123,nutrella,2023-08-29,40,1,40
50,127,kabuli chana,2023-09-18,140,1,140
11,125,maida,2023-04-26,20,8,160
23,123,sugar,2023-04-18,50,1,50
10,127,nutrella,2023-05-15,40,7,280
33,130,besan,2023-07-21,52,8,416
36,129,mustard oil,2023-04-23,110,2,220
21,123,atta,2023-04-07,450,2,900
47,121,mustard oil,2023-02-28,110,2,220
44,130,besan,2023-04-01,52,1,52
11,129,deodorant,2023-05-06,141,2,282
7,129,maida,2023-09-07,20,2,40
12,130,besan,2023-10-07,52,8,416
25,121,besan,2023-03-24,52,1,52
17,130,maida,2023-06-28,20,10,200
10,127,coriander powder,2023-05-27,50,8,400
8,130,dove shampoo,2023-09-15,574,3,1722
44,121,clinic plus,2023-03-18,345,6,2070
46,127,kabuli chana,2023-04-27,140,6,840
30,127,amul ghee,2023-04-25,596,4,2384
26,129,black pepper,2023-04-12,52,1,52
24,125,black pepper,2023-04-27,52,9,468
46,123,atta,2023-10-07,450,3,1350
6,128,maggi masala,2023-10-05,80,10,800
8,129,maggi masala,2023-08-24,80,5,400
14,130,dove shampoo,2023-04-12,574,10,5740
27,129,maggi masala,2023-04-16,80,2,160
9,128,hair gel,2023-03-26,65,1,65
46,128,sugar,2023-03-29,50,10,500
23,130,clinic plus,2023-03-01,345,1,345
29,129,maggi masala,2023-02-20,80,8,640
3,126,maggi masala,2023-07-08,80,2,160
46,128,coriander powder,2023-08-04,50,1,50
8,121,maggi masala,2023-03-25,80,5,400
29,126,besan,2023-03-23,52,10,520
9,124,kabuli chana,2023-05-07,140,7,980
24,129,sunflower oil,2023-02-28,120,7,840
12,124,sunflower oil,2023-03-01,120,2,240
20,127,cashews,2023-08-13,340,5,1700
35,128,maida,2023-05-12,20,3,60
21,128,maida,2023-04-30,20,2,40
29,126,nutrella,2023-05-30,40,1,40
20,123,besan,2023-09-11,52,9,468
19,128,atta,2023-05-18,450,2,900
16,129,sugar,2023-08-02,50,6,300
15,123,cashews,2023-10-10,340,2,680
17,121,quaker oats,2023-03-15,212,4,848
42,126,mustard oil,2023-09-21,110,9,990
21,123,maggi masala,2023-04-23,80,4,320
28,126,maida,2023-02-22,20,3,60
22,121,clinic plus,2023-06-21,345,9,3105
40,129,kabuli chana,2023-03-25,140,9,1260
36,127,sunflower oil,2023-05-03,120,10,1200
29,123,nutrella,2023-04-25,40,5,200
23,130,dantkanti,2023-04-29,100,4,400
20,130,black pepper,2023-05-14,52,1,52
1,130,nutrella,2023-08-06,40,4,160
26,125,clinic plus,2023-07-19,345,7,2415
46,127,maida,2023-07-06,20,7,140
9,123,hair gel,2023-03-03,65,5,325
12,121,clinic plus,2023-06-07,345,8,2760
6,128,mustard oil,2023-04-09,110,1,110
23,123,black pepper,2023-05-02,52,1,52
29,124,besan,2023-07-11,52,4,208
30,121,hair gel,2023-06-29,65,1,65
3,129,mustard oil,2023-04-05,110,3,330
14,129,dove shampoo,2023-03-04,574,4,2296
50,128,dantkanti,2023-07-04,100,2,200
47,127,black pepper,2023-10-15,52,1,52
22,124,deodorant,2023-08-11,141,7,987
24,128,deodorant,2023-10-05,141,7,987
44,121,sugar,2023-10-10,50,4,200
1,128,maida,2023-06-19,20,10,200
37,129,amul ghee,2023-05-01,596,4,2384
35,123,black pepper,2023-05-22,52,4,208
46,122,mustard oil,2023-07-28,110,7,770
38,128,quaker oats,2023-10-09,212,6,1272
32,125,amul ghee,2023-10-03,596,10,5960
30,130,hair gel,2023-05-06,65,4,260
4,123,hair gel,2023-08-11,65,6,390
47,121,nutrella,2023-08-29,40,4,160
36,129,dantkanti,2023-05-29,100,2,200
25,122,sugar,2023-10-21,50,1,50
48,126,dantkanti,2023-03-13,100,8,800
23,126,quaker oats,2023-09-29,212,4,848
4,128,cashews,2023-10-08,340,2,680
6,124,maggi masala,2023-04-06,80,3,240
20,128,clinic plus,2023-06-02,345,9,3105
43,122,clinic plus,2023-09-05,345,7,2415
13,122,mustard oil,2023-10-08,110,1,110
33,124,nutrella,2023-02-25,40,2,80
35,127,kabuli chana,2023-04-28,140,2,280
34,128,cashews,2023-08-15,340,5,1700
50,122,sunflower oil,2023-10-17,120,10,1200
14,125,besan,2023-05-21,52,5,260
6,128,deodorant,2023-04-27,141,9,1269
3,123,dove shampoo,2023-03-12,574,5,2870
13,124,sugar,2023-04-27,50,1,50
40,122,maggi masala,2023-04-09,80,1,80
14,125,amul ghee,2023-08-28,596,6,3576
44,126,sunflower oil,2023-09-17,120,5,600
48,126,sunflower oil,2023-05-24,120,7,840
17,129,clinic plus,2023-05-08,345,2,690
47,123,black pepper,2023-02-24,52,7,364
29,127,nutrella,2023-03-31,40,3,120
43,124,black pepper,2023-02-18,52,6,312
28,129,maggi masala,2023-06-28,80,9,720
2,130,black pepper,2023-04-27,52,6,312
27,123,coriander powder,2023-02-23,50,10,500
43,125,dantkanti,2023-02-21,100,2,200
32,125,cashews,2023-08-19,340,2,680
42,127,cashews,2023-09-06,340,2,680
29,124,black pepper,2023-04-01,52,2,104
47,121,maida,2023-02-21,20,9,180
27,123,maida,2023-08-19,20,6,120
21,121,clinic plus,2023-06-14,345,5,1725
12,124,maida,2023-02-20,20,1,20
7,130,quaker oats,2023-09-06,212,4,848
19,122,sugar,2023-04-19,50,2,100
24,123,hair gel,2023-03-25,65,10,650
37,129,amul ghee,2023-06-29,596,2,1192
15,124,amul ghee,2023-09-14,596,3,1788
35,129,sugar,2023-05-24,50,4,200
26,127,deodorant,2023-04-30,141,5,705
48,126,clinic plus,2023-03-02,345,2,690
9,128,cashews,2023-05-26,340,5,1700
17,129,hair gel,2023-03-08,65,2,130
11,124,quaker oats,2023-06-27,212,4,848
8,123,besan,2023-03-25,52,8,416
32,129,amul ghee,2023-10-06,596,9,5364
37,121,maida,2023-07-21,20,10,200
40,129,kabuli chana,2023-02-18,140,6,840
47,130,black pepper,2023-08-10,52,2,104
15,129,deodorant,2023-04-23,141,4,564
30,121,hair gel,2023-09-09,65,5,325
31,124,maida,2023-05-21,20,1,20
25,126,nutrella,2023-03-11,40,9,360
46,127,besan,2023-03-27,52,1,52
32,122,atta,2023-06-02,450,9,4050
12,129,sunflower oil,2023-05-20,120,1,120
18,123,quaker oats,2023-05-15,212,2,424
28,121,quaker oats,2023-07-13,212,2,424
16,122,kabuli chana,2023-03-05,140,8,1120
5,121,sunflower oil,2023-08-15,120,3,360
42,125,cashews,2023-05-14,340,1,340
13,130,cashews,2023-03-27,340,6,2040
3,121,black pepper,2023-09-16,52,7,364
19,121,quaker oats,2023-08-13,212,5,1060
32,126,maida,2023-06-13,20,3,60
48,129,maida,2023-08-05,20,2,40
5,125,sugar,2023-09-16,50,2,100
31,122,kabuli chana,2023-03-01,140,6,840
26,128,maida,2023-03-09,20,4,80
9,126,hair gel,2023-09-03,65,8,520
34,129,sugar,2023-09-24,50,9,450
39,123,besan,2023-07-25,52,5,260
32,130,maggi masala,2023-05-05,80,3,240
14,125,dove shampoo,2023-07-06,574,1,574
20,127,maida,2023-04-19,20,6,120
49,126,sunflower oil,2023-06-24,120,7,840
44,128,sunflower oil,2023-05-19,120,5,600
39,127,clinic plus,2023-06-12,345,2,690
2,122,maida,2023-07-10,20,1,20
13,127,sugar,2023-10-02,50,10,500
46,128,atta,2023-06-02,450,9,4050
4,122,mustard oil,2023-06-12,110,5,550
12,130,dantkanti,2023-03-14,100,5,500
37,127,sunflower oil,2023-07-09,120,1,120
37,127,clinic plus,2023-09-03,345,3,1035
18,123,dove shampoo,2023-06-08,574,10,5740
5,123,dove shampoo,2023-06-02,574,6,3444
11,128,clinic plus,2023-07-19,345,1,345
14,121,deodorant,2023-03-12,141,8,1128
9,122,atta,2023-08-30,450,4,1800
27,130,hair gel,2023-04-01,65,9,585
25,125,sunflower oil,2023-05-13,120,2,240
30,126,coriander powder,2023-10-05,50,7,350
39,124,black pepper,2023-10-21,52,8,416
11,124,sunflower oil,2023-02-25,120,9,1080
16,130,nutrella,2023-04-16,40,8,320
44,126,hair gel,2023-02-24,65,1,65
34,129,quaker oats,2023-04-16,212,8,1696
37,125,mustard oil,2023-08-30,110,1,110
37,128,clinic plus,2023-02-25,345,1,345
7,127,amul ghee,2023-03-08,596,2,1192
37,125,maggi masala,2023-08-01,80,4,320
46,121,atta,2023-04-30,450,5,2250
35,125,amul ghee,2023-03-30,596,5,2980
19,129,quaker oats,2023-03-19,212,2,424
14,123,dove shampoo,2023-06-06,574,4,2296
38,123,besan,2023-04-27,52,1,52
38,121,sunflower oil,2023-08-03,120,7,840
20,129,besan,2023-10-06,52,9,468
13,126,sugar,2023-05-01,50,7,350
13,129,deodorant,2023-04-26,141,6,846
7,123,cashews,2023-07-01,340,3,1020
1,129,clinic plus,2023-04-12,345,1,345
34,124,quaker oats,2023-07-20,212,6,1272
42,122,sunflower oil,2023-05-18,120,7,840
25,129,cashews,2023-06-24,340,8,2720
30,130,deodorant,2023-10-11,141,7,987
38,122,cashews,2023-03-06,340,3,1020
29,121,dove shampoo,2023-07-10,574,2,1148
28,125,maida,2023-05-31,20,6,120
39,130,dove shampoo,2023-08-25,574,4,2296
45,123,mustard oil,2023-03-17,110,10,1100
39,123,besan,2023-03-19,52,1,52
36,130,cashews,2023-03-05,340,5,1700
40,129,sunflower oil,2023-08-16,120,2,240
28,122,atta,2023-06-22,450,9,4050
13,130,sugar,2023-08-24,50,8,400
13,125,mustard oil,2023-03-18,110,2,220
50,125,cashews,2023-10-14,340,3,1020
49,130,besan,2023-04-15,52,3,156
4,130,sugar,2023-07-19,50,5,250
28,121,black pepper,2023-05-24,52,7,364
23,128,maida,2023-07-05,20,8,160
33,123,cashews,2023-03-04,340,3,1020
27,124,deodorant,2023-09-15,141,8,1128
13,129,maida,2023-10-20,20,7,140
5,122,besan,2023-02-28,52,9,468
48,130,black pepper,2023-07-14,52,7,364
22,129,black pepper,2023-08-05,52,6,312
34,130,kabuli chana,2023-04-06,140,10,1400
35,123,amul ghee,2023-10-04,596,5,2980
22,122,sugar,2023-04-06,50,5,250
14,128,dove shampoo,2023-05-03,574,10,5740
18,128,amul ghee,2023-05-27,596,9,5364
36,124,atta,2023-03-17,450,7,3150
22,129,cashews,2023-06-17,340,10,3400
25,124,amul ghee,2023-04-11,596,6,3576
46,121,sunflower oil,2023-09-25,120,8,960
49,129,hair gel,2023-02-19,65,1,65
4,129,sugar,2023-04-05,50,4,200
22,125,mustard oil,2023-05-21,110,6,660
49,128,sunflower oil,2023-09-03,120,9,1080
38,122,deodorant,2023-08-13,141,10,1410
30,122,atta,2023-04-05,450,6,2700
41,123,atta,2023-08-23,450,2,900
15,125,sugar,2023-03-29,50,10,500
32,121,sunflower oil,2023-06-09,120,5,600
1,127,kabuli chana,2023-10-13,140,9,1260
22,126,clinic plus,2023-06-25,345,9,3105
32,121,black pepper,2023-08-21,52,4,208
29,126,hair gel,2023-02-24,65,10,650
24,128,coriander powder,2023-04-05,50,3,150
17,129,besan,2023-03-28,52,1,52
50,125,sugar,2023-03-30,50,1,50
34,125,sugar,2023-07-27,50,2,100
26,127,hair gel,2023-09-22,65,8,520
13,123,quaker oats,2023-07-12,212,4,848
2,127,besan,2023-10-22,52,6,312
18,130,coriander powder,2023-08-26,50,5,250
27,127,clinic plus,2023-06-24,345,4,1380
45,130,nutrella,2023-06-12,40,10,400
48,126,atta,2023-07-31,450,2,900
22,126,amul ghee,2023-10-09,596,2,1192
43,126,sugar,2023-06-20,50,6,300
10,130,sugar,2023-08-13,50,6,300
43,125,maida,2023-08-29,20,10,200
19,123,dantkanti,2023-09-17,100,6,600
4,128,sunflower oil,2023-04-14,120,10,1200
23,121,maggi masala,2023-08-04,80,1,80
26,126,dantkanti,2023-09-17,100,5,500
40,124,besan,2023-05-29,52,7,364
35,122,coriander powder,2023-06-19,50,6,300
3,127,cashews,2023-07-13,340,4,1360
20,125,besan,2023-05-26,52,3,156
9,128,quaker oats,2023-07-20,212,3,636
7,126,nutrella,2023-07-21,40,8,320
50,122,besan,2023-07-17,52,4,208
15,130,besan,2023-03-23,52,4,208
18,129,maggi masala,2023-08-28,80,7,560
33,123,coriander powder,2023-03-05,50,7,350
22,121,hair gel,2023-07-19,65,10,650
28,127,sunflower oil,2023-06-15,120,7,840
19,126,dove shampoo,2023-05-14,574,1,574
49,122,quaker oats,2023-02-28,212,1,212
50,130,nutrella,2023-03-11,40,10,400
48,125,sunflower oil,2023-08-13,120,6,720
27,121,sugar,2023-05-13,50,2,100
14,126,clinic plus,2023-03-15,345,9,3105
45,129,coriander powder,2023-03-15,50,8,400
46,129,clinic plus,2023-04-16,345,10,3450
18,129,sunflower oil,2023-08-15,120,9,1080
40,127,cashews,2023-10-22,340,5,1700
10,125,kabuli chana,2023-05-07,140,6,840
44,125,sugar,2023-04-22,50,2,100
21,122,sunflower oil,2023-03-22,120,6,720
45,127,nutrella,2023-05-31,40,4,160
36,122,sugar,2023-07-28,50,5,250
2,124,deodorant,2023-06-03,141,3,423
3,128,besan,2023-09-11,52,6,312
44,124,clinic plus,2023-08-13,345,4,1380
50,127,amul ghee,2023-06-01,596,6,3576
9,130,sugar,2023-08-09,50,1,50
22,122,amul ghee,2023-03-28,596,2,1192
39,126,maggi masala,2023-04-18,80,6,480
7,130,quaker oats,2023-03-26,212,6,1272
24,122,mustard oil,2023-09-14,110,7,770
42,130,kabuli chana,2023-06-21,140,7,980
39,129,sunflower oil,2023-10-22,120,9,1080
40,124,black pepper,2023-03-30,52,2,104
44,124,sugar,2023-07-30,50,2,100
40,126,maggi masala,2023-10-04,80,5,400
23,130,coriander powder,2023-05-30,50,2,100
29,121,besan,2023-08-25,52,8,416
2,124,sugar,2023-08-19,50,10,500
49,127,mustard oil,2023-04-23,110,4,440
22,128,mustard oil,2023-06-09,110,5,550
23,127,sunflower oil,2023-05-19,120,8,960
6,123,sugar,2023-08-01,50,6,300
40,121,deodorant,2023-08-22,141,7,987
28,123,quaker oats,2023-10-16,212,4,848
31,128,hair gel,2023-08-06,65,1,65
19,129,coriander powder,2023-02-23,50,7,350
44,128,besan,2023-04-09,52,9,468
26,127,cashews,2023-06-02,340,2,680
47,125,sugar,2023-05-26,50,7,350
31,124,dantkanti,2023-07-31,100,8,800
26,128,mustard oil,2023-02-24,110,9,990
50,128,atta,2023-06-05,450,6,2700
42,124,besan,2023-06-11,52,2,104
29,130,sunflower oil,2023-08-26,120,8,960
3,130,hair gel,2023-07-03,65,7,455
23,123,maida,2023-05-06,20,4,80
39,126,cashews,2023-09-12,340,4,1360
13,122,amul ghee,2023-07-02,596,10,5960
28,121,atta,2023-03-31,450,7,3150
9,126,kabuli chana,2023-08-02,140,6,840
6,123,clinic plus,2023-10-09,345,8,2760
27,127,nutrella,2023-06-22,40,7,280
23,130,quaker oats,2023-08-19,212,6,1272
37,122,cashews,2023-05-24,340,3,1020
43,127,deodorant,2023-06-04,141,6,846
42,124,black pepper,2023-03-14,52,8,416
1,121,dantkanti,2023-07-03,100,4,400
38,127,sunflower oil,2023-10-05,120,6,720
12,122,kabuli chana,2023-03-10,140,10,1400
45,128,deodorant,2023-06-04,141,9,1269
24,126,coriander powder,2023-10-01,50,8,400
40,128,maida,2023-08-10,20,2,40
21,129,sunflower oil,2023-10-01,120,6,720
27,122,clinic plus,2023-09-29,345,2,690
47,124,mustard oil,2023-10-21,110,9,990
37,127,clinic plus,2023-03-15,345,6,2070
21,122,besan,2023-07-05,52,10,520
17,130,maggi masala,2023-07-04,80,3,240
23,123,dantkanti,2023-06-11,100,9,900
3,121,sunflower oil,2023-04-01,120,4,480
27,122,hair gel,2023-07-24,65,10,650
19,127,maggi masala,2023-09-14,80,8,640
11,126,besan,2023-06-30,52,2,104
46,125,mustard oil,2023-03-13,110,1,110
33,127,maggi masala,2023-09-15,80,3,240
16,121,quaker oats,2023-05-22,212,3,636
43,130,cashews,2023-04-30,340,5,1700
19,126,coriander powder,2023-02-28,50,3,150
7,126,quaker oats,2023-10-07,212,4,848
10,122,clinic plus,2023-03-24,345,3,1035
37,128,deodorant,2023-05-18,141,5,705
1,121,deodorant,2023-04-29,141,5,705
35,127,sunflower oil,2023-08-26,120,4,480
16,130,quaker oats,2023-10-14,212,1,212
26,122,deodorant,2023-02-21,141,4,564
21,130,dantkanti,2023-10-16,100,5,500
42,122,amul ghee,2023-05-05,596,7,4172
23,125,mustard oil,2023-03-24,110,8,880
24,124,cashews,2023-04-30,340,8,2720
13,130,nutrella,2023-02-27,40,6,240
8,121,deodorant,2023-07-19,141,4,564
5,128,coriander powder,2023-03-08,50,9,450
9,121,sugar,2023-04-24,50,4,200
2,126,atta,2023-04-15,450,8,3600
28,123,besan,2023-04-01,52,5,260
44,121,coriander powder,2023-09-20,50,7,350
12,127,quaker oats,2023-10-02,212,7,1484
32,130,atta,2023-03-10,450,10,4500
16,128,hair gel,2023-04-17,65,4,260
19,127,maggi masala,2023-06-02,80,8,640
19,123,quaker oats,2023-08-08,212,3,636
7,126,hair gel,2023-04-06,65,6,390
46,129,atta,2023-10-09,450,10,4500
42,126,clinic plus,2023-03-04,345,8,2760
26,128,clinic plus,2023-07-16,345,6,2070
12,128,black pepper,2023-04-07,52,6,312
30,126,deodorant,2023-05-03,141,3,423
17,129,cashews,2023-05-16,340,2,680
37,129,atta,2023-04-29,450,9,4050
47,128,deodorant,2023-04-20,141,7,987
5,127,mustard oil,2023-07-04,110,2,220
28,129,maida,2023-08-30,20,5,100
28,125,black pepper,2023-03-12,52,3,156
31,121,cashews,2023-08-07,340,1,340
8,130,maida,2023-02-20,20,8,160
50,125,coriander powder,2023-08-27,50,1,50
48,125,clinic plus,2023-08-25,345,5,1725
12,121,black pepper,2023-05-28,52,5,260
33,130,sugar,2023-03-03,50,4,200
31,123,nutrella,2023-09-25,40,2,80
5,125,coriander powder,2023-05-12,50,8,400
7,127,nutrella,2023-07-22,40,8,320
48,122,atta,2023-07-15,450,10,4500
23,126,mustard oil,2023-05-23,110,2,220
5,125,besan,2023-08-12,52,6,312
38,124,sunflower oil,2023-05-20,120,5,600
19,124,clinic plus,2023-02-20,345,5,1725
50,124,atta,2023-06-15,450,7,3150
18,121,dantkanti,2023-04-07,100,1,100
47,128,quaker oats,2023-05-03,212,3,636
8,129,atta,2023-04-19,450,2,900
1,122,hair gel,2023-08-11,65,8,520
11,128,dantkanti,2023-08-14,100,5,500
20,126,maggi masala,2023-10-11,80,1,80
46,121,sunflower oil,2023-05-22,120,10,1200
47,123,atta,2023-03-06,450,6,2700
8,127,mustard oil,2023-09-02,110,7,770
2,130,sunflower oil,2023-04-07,120,8,960
48,121,cashews,2023-03-11,340,4,1360
47,130,clinic plus,2023-07-07,345,6,2070
39,123,black pepper,2023-03-12,52,4,208
30,125,cashews,2023-06-21,340,6,2040
17,123,besan,2023-03-03,52,1,52
28,125,sunflower oil,2023-05-13,120,6,720
34,129,amul ghee,2023-07-05,596,2,1192
46,124,sunflower oil,2023-04-09,120,10,1200
18,127,clinic plus,2023-08-05,345,10,3450
50,124,quaker oats,2023-08-04,212,3,636
7,127,deodorant,2023-03-28,141,8,1128
50,124,cashews,2023-09-12,340,7,2380
27,124,black pepper,2023-10-11,52,9,468
40,124,cashews,2023-06-04,340,9,3060
47,128,black pepper,2023-10-21,52,8,416
13,127,clinic plus,2023-04-25,345,3,1035
42,129,mustard oil,2023-03-29,110,3,330
5,128,sunflower oil,2023-10-21,120,2,240
44,122,atta,2023-08-18,450,2,900
25,130,dantkanti,2023-03-05,100,3,300
39,122,dantkanti,2023-09-17,100,6,600
7,122,deodorant,2023-09-10,141,2,282
34,127,maida,2023-08-18,20,3,60
29,130,amul ghee,2023-04-21,596,10,5960
4,126,nutrella,2023-08-05,40,5,200
38,125,amul ghee,2023-06-01,596,8,4768
32,123,dove shampoo,2023-10-14,574,4,2296
29,121,maggi masala,2023-02-27,80,6,480
34,126,kabuli chana,2023-09-22,140,10,1400
14,121,sugar,2023-06-11,50,6,300
25,129,amul ghee,2023-08-04,596,4,2384
50,129,maida,2023-03-09,20,6,120
22,125,clinic plus,2023-03-05,345,4,1380
28,129,clinic plus,2023-06-27,345,6,2070
17,121,quaker oats,2023-06-10,212,7,1484
39,126,dantkanti,2023-06-19,100,4,400
41,121,coriander powder,2023-05-18,50,10,500
11,125,deodorant,2023-02-18,141,9,1269
43,122,black pepper,2023-04-15,52,1,52
28,123,maggi masala,2023-08-04,80,8,640
47,128,cashews,2023-05-24,340,3,1020
23,121,nutrella,2023-09-02,40,9,360
12,128,dove shampoo,2023-03-21,574,10,5740
7,121,black pepper,2023-07-21,52,8,416
5,128,atta,2023-08-26,450,7,3150
10,128,hair gel,2023-08-10,65,4,260
9,126,deodorant,2023-03-26,141,4,564
29,128,coriander powder,2023-04-20,50,2,100
32,121,sugar,2023-09-19,50,3,150
40,124,dove shampoo,2023-04-09,574,2,1148
34,121,amul ghee,2023-05-08,596,5,2980
47,121,dove shampoo,2023-07-12,574,10,5740
43,130,besan,2023-08-10,52,7,364
11,124,quaker oats,2023-07-24,212,7,1484
35,125,besan,2023-05-27,52,1,52
36,123,mustard oil,2023-04-04,110,6,660
11,129,maida,2023-04-27,20,9,180
28,121,clinic plus,2023-04-19,345,5,1725
8,127,mustard oil,2023-05-31,110,2,220
41,128,maggi masala,2023-05-21,80,3,240
32,130,besan,2023-10-06,52,7,364
48,127,amul ghee,2023-10-08,596,6,3576
4,125,clinic plus,2023-08-15,345,2,690
21,121,clinic plus,2023-03-16,345,9,3105
22,124,amul ghee,2023-06-04,596,2,1192
29,122,sunflower oil,2023-03-18,120,3,360
49,125,hair gel,2023-08-22,65,4,260
21,121,sugar,2023-10-05,50,4,200
12,125,quaker oats,2023-03-15,212,10,2120
9,126,black pepper,2023-04-19,52,2,104
11,121,sugar,2023-06-19,50,6,300
30,123,clinic plus,2023-07-19,345,7,2415
10,127,amul ghee,2023-08-13,596,9,5364
13,128,nutrella,2023-10-14,40,4,160
8,125,dove shampoo,2023-05-12,574,3,1722
25,122,cashews,2023-09-16,340,5,1700
29,124,cashews,2023-04-28,340,2,680
32,126,maida,2023-03-01,20,8,160
19,122,maggi masala,2023-07-27,80,1,80
44,127,dantkanti,2023-03-22,100,1,100
5,122,dantkanti,2023-08-13,100,9,900
24,122,sugar,2023-05-04,50,8,400
26,121,atta,2023-06-30,450,2,900
7,126,clinic plus,2023-06-27,345,4,1380
13,121,maida,2023-10-20,20,6,120
4,122,maggi masala,2023-06-12,80,9,720
11,122,atta,2023-08-20,450,10,4500
49,121,besan,2023-05-23,52,1,52
48,125,quaker oats,2023-02-21,212,1,212
15,126,black pepper,2023-10-14,52,5,260
13,128,nutrella,2023-09-03,40,8,320
15,121,cashews,2023-05-03,340,6,2040
41,128,besan,2023-08-11,52,7,364
37,128,quaker oats,2023-07-28,212,4,848
48,121,clinic plus,2023-06-08,345,7,2415
13,130,sunflower oil,2023-08-03,120,1,120
9,129,nutrella,2023-08-20,40,1,40
3,129,nutrella,2023-10-17,40,8,320
27,121,quaker oats,2023-07-04,212,1,212
25,130,deodorant,2023-02-21,141,9,1269
20,125,clinic plus,2023-06-28,345,10,3450
